normal,uniform,poisson
1.6742264,1.6711566,5.0
4.334003,2.2618017,7.0
1.5496473,1.1992654,3.0
4.435917,1.4510572,4.0
2.4050918,2.888957,10.0
-2.6772785,1.7482083,5.0
0.13995993,2.8618221,10.0
-2.122548,2.3508234,7.0
6.835778,2.4092665,7.0
3.9074702,2.4393544,7.0
4.8655806,2.2796412,7.0
0.50382495,2.9315825,11.0
7.503276,1.729475,5.0
7.900632,1.0551221,2.0
-1.9669693,1.6488647,5.0
-1.1655552,1.7843633,5.0
2.358636,1.0671722,2.0
3.403644,1.762461,5.0
-4.8871126,1.9350306,6.0
5.4277897,2.6219454,8.0
-0.7330344,2.0122461,6.0
-0.69298816,2.3792448,7.0
4.2397985,1.7185284,5.0
0.38138318,2.5588865,8.0
2.5074434,1.6750783,5.0
5.7902975,1.6523485,5.0
3.7124672,1.1299039,3.0
4.83183,1.1845222,3.0
2.2733076,1.2683294,3.0
2.822132,1.7974427,5.0
0.4936632,1.3125048,4.0
1.4547873,2.1164322,6.0
0.17185712,1.0598205,2.0
1.6602027,1.4880071,4.0
1.7102177,2.8499713,10.0
-4.035023,1.7218752,5.0
4.724452,2.6340084,8.0
4.351268,1.4810638,4.0
-1.8469758,1.5960695,5.0
6.6161795,2.694694,9.0
-0.1334796,2.399553,7.0
5.2311373,2.067128,6.0
1.7770351,1.3443702,4.0
5.701247,1.175189,3.0
3.4475458,1.2804797,3.0
1.4246926,2.531877,8.0
2.2012753,1.7752695,5.0
2.052087,1.1004583,2.0
-0.26891994,2.5284355,8.0
3.3458712,1.8170412,5.0
1.2088218,1.1178542,2.0
0.5396714,2.4727097,7.0
-8.105263,2.5935385,8.0
3.197679,2.5680084,8.0
5.2468185,1.964111,6.0
-2.4259672,1.2330394,3.0
3.53019,2.991321,13.0
0.4721787,1.7556528,5.0
-3.0735254,1.6729789,5.0
0.6042669,1.4281803,4.0
-0.85682607,2.1032677,6.0
3.4505033,2.0598783,6.0
-0.47694588,1.8017464,5.0
5.6185355,1.357719,4.0
-3.3465056,2.848444,10.0
3.7028356,1.2023829,3.0
3.4758887,2.0022905,6.0
4.6440578,2.3892803,7.0
-0.10499096,1.1637243,3.0
4.588433,1.4161404,4.0
-2.1116257,2.819662,9.0
5.247123,2.129183,6.0
0.11564326,1.2301068,3.0
1.7556102,2.2391024,7.0
5.0279684,2.8305128,9.0
-3.966927,2.6360617,8.0
-1.522613,2.382628,7.0
2.641746,2.8196177,9.0
0.82618546,2.5588665,8.0
-0.8536825,1.3649595,4.0
1.5562851,1.6413674,5.0
0.97328043,2.921071,11.0
6.378608,2.6067348,8.0
2.7703276,1.5293875,4.0
-4.157546,2.8010478,9.0
2.2657166,2.8132408,9.0
-0.55511904,2.437076,7.0
4.6276407,1.5688553,4.0
6.2400694,2.016728,6.0
1.323616,1.2378747,3.0
-3.051292,1.2465982,3.0
-1.5201478,2.4093683,7.0
4.567363,2.8230896,9.0
-1.259387,1.6359853,5.0
-0.5221405,1.3659048,4.0
-0.37237906,2.2043943,6.0
1.0566413,2.5248203,8.0
-0.6006067,1.824363,5.0
-4.2158346,1.6244853,5.0
-4.5893335,1.2438003,3.0
0.8542615,2.8955846,10.0
-1.0282822,1.308809,4.0
6.283519,1.1180496,2.0
-2.2922244,2.718255,9.0
8.520653,1.1230956,2.0
0.41838956,1.4215864,4.0
6.5558796,2.8157055,9.0
-0.5632062,2.026603,6.0
8.530296,1.9377754,6.0
3.4892943,2.4705899,7.0
6.8452606,1.44448,4.0
0.05463171,2.3137069,7.0
5.7717476,2.862511,10.0
0.2233696,1.0877346,2.0
-0.44025302,1.0886841,2.0
-4.9427414,2.9262562,11.0
0.04761815,1.5210044,4.0
3.4486208,1.9640633,6.0
-0.22851968,2.9416232,11.0
4.4797125,2.474049,7.0
-3.425417,2.942216,11.0
3.2821126,1.1590729,3.0
4.716668,2.6471486,8.0
-0.6039138,1.1842382,3.0
4.483374,1.7984011,5.0
-1.370029,1.1717594,3.0
1.2955782,1.6685543,5.0
2.4195406,2.2360482,7.0
-0.6812029,1.5142417,4.0
1.6873882,2.9608808,12.0
0.5725436,2.122317,6.0
-0.7977011,2.7634623,9.0
-0.46028972,1.1845701,3.0
0.43861723,1.1019406,2.0
-2.7240448,1.5141811,4.0
2.93564,2.2133746,7.0
5.019043,2.2381878,7.0
2.1569738,1.2683885,3.0
4.2982655,2.8150852,9.0
-1.1500828,2.746715,9.0
4.5437813,1.7852774,5.0
1.9048338,2.2245398,7.0
3.1959996,2.314434,7.0
-0.28546524,1.3700399,4.0
4.3149686,2.585909,8.0
-0.96636105,1.5177152,4.0
-3.3102608,2.6882138,8.0
5.337967,2.4850934,7.0
-0.55227184,2.577139,8.0
4.683893,1.057097,2.0
1.164122,1.7194514,5.0
-1.9322536,2.5438359,8.0
5.4712267,1.8962038,6.0
-4.714838,1.7668061,5.0
3.1678584,2.1085167,6.0
4.29047,1.4964427,4.0
-0.17129612,2.3373075,7.0
1.0560704,1.5006967,4.0
-0.0862875,2.810769,9.0
-0.06820083,2.7197707,9.0
-1.6225386,1.1795018,3.0
2.5043135,1.40637,4.0
0.7785213,1.3390477,4.0
1.956453,2.1137936,6.0
-0.111142635,2.3231611,7.0
0.92663753,2.9259067,11.0
-1.1968236,1.4685059,4.0
0.868217,2.0535069,6.0
2.5483203,2.6725507,8.0
1.9088638,2.6208172,8.0
-3.8073692,1.7812884,5.0
4.2099366,2.8838,10.0
-0.54466605,2.7019892,9.0
1.8258665,1.0087137,1.0
5.8159065,1.4885529,4.0
2.063524,1.6447988,5.0
-1.8765466,1.1431042,3.0
1.3415902,2.5991964,8.0
1.7060835,2.9673357,12.0
4.549946,2.715176,9.0
6.9802847,2.7306814,9.0
3.9090343,1.3164628,4.0
-1.439697,1.44976,4.0
4.329241,2.0609303,6.0
-2.1324944,2.9446092,11.0
5.2702675,2.4961326,8.0
-3.7602267,1.3020892,3.0
2.100507,1.777134,5.0
-5.4591427,2.685414,8.0
6.9564123,1.6437935,5.0
2.2697647,1.3311232,4.0
2.1018934,2.6101513,8.0
2.1701338,2.8208933,9.0
-3.212335,1.1427643,3.0
0.33960605,2.5554385,8.0
1.6106329,1.1478218,3.0
2.8391967,1.5413382,4.0
4.373274,1.0985777,2.0
-0.19730926,2.878973,10.0
-4.556994,1.3651167,4.0
2.0459805,2.460853,7.0
0.6115588,1.5076814,4.0
1.1764741,2.1044517,6.0
1.4543561,1.2127604,3.0
0.20245898,2.402267,7.0
-1.8101065,1.9378574,6.0
0.64247465,1.7241609,5.0
-3.9609003,1.9363233,6.0
3.1346922,2.8031402,9.0
5.084722,1.9078621,6.0
6.546278,2.9255614,11.0
-0.36929893,2.8132815,9.0
2.5827868,1.6803629,5.0
5.0615444,2.153782,6.0
1.8975221,1.249248,3.0
0.2016995,2.9955468,14.0
-1.2990792,2.09085,6.0
-4.8250713,1.9696113,6.0
2.869916,1.3367528,4.0
2.7636857,1.1449643,3.0
-1.4426699,2.0258265,6.0
-0.7315006,2.8095458,9.0
-2.69877,2.2056913,6.0
3.8673258,2.5492797,8.0
-0.365685,1.6762092,5.0
3.47495,1.3394971,4.0
-2.8067107,2.4897518,8.0
2.1023376,2.406074,7.0
0.32823777,1.0065817,1.0
2.7160304,2.1253252,6.0
7.2119923,2.0810318,6.0
-0.40249372,2.962169,12.0
1.4495211,1.5752621,5.0
2.2025595,1.1452892,3.0
-0.81270695,1.6122123,5.0
0.5206785,1.1959988,3.0
1.7226576,1.5379654,4.0
3.9344134,2.314217,7.0
0.61321235,2.2160823,7.0
6.578762,2.7304533,9.0
2.2861896,1.7725593,5.0
2.200534,2.2068956,6.0
0.1478281,2.9999027,18.0
6.5177307,2.6636872,8.0
-3.8072634,2.0624137,6.0
0.078920364,1.1681757,3.0
0.11328316,2.6721148,8.0
1.6226156,1.0054007,1.0
-0.091030836,1.2758445,3.0
1.9366441,1.9973006,6.0
2.9957879,2.7588944,9.0
-1.7824812,1.4060862,4.0
3.8156254,2.47915,7.0
5.929826,2.3939495,7.0
0.9456097,2.848047,10.0
0.16559684,2.866746,10.0
0.70750463,2.9207425,11.0
2.503666,2.3535023,7.0
4.2770777,1.2977492,3.0
7.3690658,1.1165777,2.0
-3.7065263,1.8238722,5.0
8.8924055,2.6990204,9.0
3.9685867,1.8476313,5.0
-3.7307801,1.3461282,4.0
7.696448,1.9254463,6.0
-1.3806324,1.9374496,6.0
3.162591,1.5697066,4.0
-0.65360165,2.9834173,13.0
4.9534225,1.6984403,5.0
1.9969276,1.6275392,5.0
0.6656139,2.5966413,8.0
1.6200128,2.2005286,6.0
2.5154486,2.195405,6.0
5.626528,1.4469805,4.0
-1.5517719,1.0648712,2.0
2.1485336,2.8381705,10.0
0.7476312,1.4505641,4.0
1.8986695,2.146265,6.0
6.1450853,1.7100595,5.0
0.52949834,1.4357067,4.0
5.4291487,2.3780103,7.0
2.4929166,1.5767591,5.0
9.554889,1.5524005,4.0
1.3995017,1.0541518,2.0
-0.74676013,1.1034904,2.0
0.87790203,1.9805012,6.0
5.1404057,1.1092651,2.0
3.9342012,1.57964,5.0
0.32720447,1.6672862,5.0
3.811309,1.729213,5.0
4.528469,2.572692,8.0
0.34832108,1.1948601,3.0
0.67240167,2.0356903,6.0
8.839898,1.7000339,5.0
3.0099707,1.3892211,4.0
1.3956428,2.7059598,9.0
0.7242601,1.3585734,4.0
5.7994785,1.475471,4.0
5.039866,2.6795712,8.0
4.869016,1.4124181,4.0
-1.167736,1.4105473,4.0
2.3149338,1.5550693,4.0
1.7371767,2.935662,11.0
0.10035014,2.2073889,6.0
-1.2400355,2.1532197,6.0
1.3001997,2.7663007,9.0
2.3849828,2.432479,7.0
5.460614,2.596009,8.0
8.184975,2.3560448,7.0
-0.5417175,1.0621706,2.0
2.9304266,2.7922816,9.0
3.859843,1.3191798,4.0
7.198966,1.2132658,3.0
0.7812444,2.8930454,10.0
5.4847145,1.1386578,3.0
-1.7528667,1.2703136,3.0
-2.1923227,1.8944527,6.0
0.05021763,1.3401964,4.0
1.8231155,1.2779195,3.0
-1.8893557,2.3925517,7.0
8.430914,2.966133,12.0
2.3353856,2.198563,6.0
1.8849595,1.3453422,4.0
-0.022401094,1.2439487,3.0
2.4025295,2.622016,8.0
0.4960084,2.196237,6.0
5.2736416,2.3537502,7.0
6.9142804,2.918128,11.0
5.4704537,1.6593115,5.0
-2.3196015,2.538162,8.0
2.7566192,1.081943,2.0
3.0260363,2.007904,6.0
2.2966752,2.1386416,6.0
2.825933,1.9615538,6.0
-1.234592,1.7404687,5.0
-0.042726994,2.299374,7.0
0.95723844,1.6650469,5.0
-0.8409457,2.4905393,8.0
3.8955898,1.852237,5.0
2.3914652,1.8839796,5.0
10.44226,2.227586,7.0
2.6952646,2.0775142,6.0
-2.593194,2.78548,9.0
-2.448853,1.3760345,4.0
0.15591383,1.5350285,4.0
3.7391262,1.3187184,4.0
-2.2772293,2.3765533,7.0
1.6979146,1.923224,6.0
6.416437,1.7851428,5.0
4.384274,2.4315314,7.0
0.9312408,2.0800846,6.0
4.632424,2.6975706,9.0
1.9561294,1.8050762,5.0
2.013391,1.6809864,5.0
0.28405523,2.0839615,6.0
1.1944034,2.5543709,8.0
2.4213524,1.5003302,4.0
5.798237,1.4430013,4.0
5.697107,2.8266675,9.0
1.7626289,1.546598,4.0
4.8725333,2.5498285,8.0
5.199623,1.0918313,2.0
3.2503505,2.3544588,7.0
0.7549536,2.982277,12.0
7.284156,2.2845788,7.0
1.467427,2.8992386,10.0
1.6878023,1.9558856,6.0
-0.87171507,1.7123243,5.0
1.044772,2.6874294,8.0
3.140588,2.1328802,6.0
-2.0824528,1.5111578,4.0
-0.12140679,1.3363599,4.0
2.4569938,1.4514183,4.0
3.5471146,1.5414165,4.0
-0.48827124,2.9938538,14.0
0.54091454,2.013986,6.0
3.237498,1.0342166,1.0
-5.6959324,1.4138362,4.0
-0.79344845,1.5624735,4.0
9.689343,1.569035,4.0
5.017016,2.6461658,8.0
-0.18242502,1.4005027,4.0
6.402281,2.6793342,8.0
3.4370403,1.5742868,5.0
5.840354,1.1094087,2.0
3.7828298,1.283416,3.0
0.66325223,2.6943116,8.0
1.9362296,1.1041536,2.0
-1.3336282,1.5256133,4.0
1.6840835,2.883197,10.0
5.2178593,1.3309228,4.0
1.8781881,1.8428347,5.0
2.8679938,1.6897923,5.0
-6.705348,2.2902875,7.0
7.458557,1.5122552,4.0
1.9932711,1.2354394,3.0
2.7322104,1.1877143,3.0
5.1769123,2.60787,8.0
5.441863,2.9642367,12.0
1.5508826,1.3695791,4.0
-3.039937,1.1144102,2.0
2.1823049,2.3940072,7.0
6.388358,1.0337527,1.0
4.8594947,2.2749271,7.0
3.1666749,1.3512722,4.0
5.9513316,1.9904988,6.0
4.18269,1.1591027,3.0
-1.2333579,1.328249,4.0
-0.6187861,1.3392482,4.0
6.413563,2.9259577,11.0
-1.1264396,2.4303052,7.0
2.1589222,1.4513994,4.0
3.5469186,1.2856276,3.0
2.2876194,2.5806057,8.0
1.173737,2.676743,8.0
4.461994,1.7897902,5.0
0.021087646,1.7419233,5.0
5.581199,1.3002859,3.0
6.960052,2.5196543,8.0
3.1405787,1.5588245,4.0
-1.924911,2.4903457,8.0
1.0910492,2.1471958,6.0
1.7734048,2.826965,9.0
11.198461,2.7458026,9.0
3.394342,2.676371,8.0
-1.097013,2.4748392,7.0
4.318743,1.0079689,1.0
4.6784863,2.3547938,7.0
-1.4216669,1.1249036,3.0
-0.10811043,1.514694,4.0
7.96509,2.5853467,8.0
2.162567,1.8819783,5.0
1.640615,2.777532,9.0
0.22170162,1.1621034,3.0
0.2455256,1.4820335,4.0
0.27166963,2.7089586,9.0
1.5088,2.1883783,6.0
4.845418,2.148882,6.0
6.357191,1.4604256,4.0
2.1658325,1.1015383,2.0
1.5245624,2.016041,6.0
8.005114,2.7901416,9.0
-2.3387046,2.1514351,6.0
4.0441513,1.5014694,4.0
5.9436417,1.4491334,4.0
0.73190856,2.492837,8.0
4.183108,2.1108851,6.0
-0.35521603,1.7986704,5.0
3.4358332,2.5029132,8.0
-0.6540029,1.2135296,3.0
2.1119583,2.3407512,7.0
5.744954,1.2714111,3.0
4.585,1.1245079,3.0
1.9566321,1.0528688,2.0
5.30124,2.7127435,9.0
0.6609447,2.881967,10.0
-1.610929,1.0442325,2.0
-4.037873,1.1742946,3.0
0.7684064,2.7317367,9.0
0.74810183,2.6152422,8.0
4.760029,1.3105022,4.0
1.5498629,2.2344565,7.0
4.1949797,1.0765396,2.0
4.900838,1.5478619,4.0
4.0239277,1.4458381,4.0
1.1962774,1.5128528,4.0
10.42654,1.3555118,4.0
-3.94738,1.335232,4.0
1.4208739,1.1614666,3.0
7.166874,2.9281874,11.0
0.9727309,2.5145218,8.0
5.6759844,2.8040686,9.0
7.6050487,2.5680132,8.0
6.0162187,1.1289462,3.0
-3.4927416,1.3347498,4.0
4.282529,2.3378973,7.0
-1.8553152,1.8197887,5.0
2.0879407,1.8456926,5.0
1.3678937,1.4578347,4.0
7.9229126,1.7430174,5.0
5.0220847,2.1301713,6.0
7.014728,1.6925805,5.0
-0.94353724,2.375864,7.0
1.6868527,2.2824404,7.0
1.1336107,1.0955802,2.0
5.2183323,1.6055868,5.0
1.7388608,2.823707,9.0
4.203141,2.5652924,8.0
3.7896833,2.2655447,7.0
3.4095736,1.1049628,2.0
6.7450457,2.0111952,6.0
6.1396184,2.9791875,12.0
-1.7852027,1.8963655,6.0
2.0883255,1.5694041,4.0
-1.930964,1.1326394,3.0
-1.2968032,2.3530698,7.0
-0.95250463,2.8258715,9.0
3.0435343,1.7094388,5.0
7.86891,2.5911994,8.0
2.1398444,1.5380242,4.0
3.8403943,2.406768,7.0
-4.146805,1.4275358,4.0
0.96681297,1.3755904,4.0
-4.765401,1.5935552,5.0
3.5601666,2.4360824,7.0
1.3843806,1.2524302,3.0
2.3489523,2.0266361,6.0
-2.1884422,1.2668352,3.0
8.08755,2.018199,6.0
4.293212,1.5351684,4.0
-0.33440638,1.631166,5.0
3.2338767,1.452421,4.0
-0.28265524,1.2989905,3.0
2.5248866,2.5943723,8.0
-1.2689297,2.2807546,7.0
0.90377855,1.3199399,4.0
6.658414,1.0085434,1.0
-0.18634677,1.9982212,6.0
1.023775,1.4328057,4.0
1.7625488,1.7972436,5.0
2.5336807,1.7499757,5.0
4.182828,2.1706524,6.0
2.1861641,1.6114811,5.0
6.7905326,1.0965314,2.0
3.8801348,1.971849,6.0
2.444788,2.5092824,8.0
2.5247579,1.8859706,5.0
2.50714,1.9709415,6.0
-0.35117626,2.5616746,8.0
6.7009735,1.202545,3.0
2.5101311,2.5636082,8.0
1.4708446,1.3891128,4.0
0.7048589,2.998013,15.0
7.841888,2.9335485,11.0
4.2769337,1.5353309,4.0
-4.2208233,2.3152127,7.0
5.3274164,2.9986672,15.0
-1.9529002,1.6581521,5.0
1.1238706,1.710981,5.0
3.5687342,2.2819357,7.0
0.70973516,2.6024694,8.0
2.2852325,2.6447606,8.0
6.01371,1.9819531,6.0
-1.4848213,2.4439712,7.0
-2.5408854,2.6221638,8.0
-1.1860232,2.9633389,12.0
-0.92671824,1.1486844,3.0
1.3332298,1.799437,5.0
1.0969149,2.4058776,7.0
1.6800909,2.6111426,8.0
1.0934796,1.2504879,3.0
0.27666962,2.2667856,7.0
4.558563,2.8446934,10.0
-0.7806165,1.4626715,4.0
6.0292606,1.7352312,5.0
0.63834906,1.3046765,4.0
-1.3064556,1.5638082,4.0
3.556738,2.2313375,7.0
3.4996412,2.9063573,10.0
2.2501743,1.7623174,5.0
0.76540685,2.234791,7.0
4.10609,2.630355,8.0
1.2877059,2.0847497,6.0
-2.016881,1.6477752,5.0
1.9517722,2.9464319,11.0
2.070448,2.9203467,11.0
2.8405967,2.9229422,11.0
-3.7527838,1.5017557,4.0
-1.1556964,1.571685,5.0
2.9418716,2.0311708,6.0
-3.2304826,1.3091707,4.0
-1.5084395,2.064351,6.0
-2.0512571,1.0682062,2.0
0.0014929771,2.4454656,7.0
-2.6502604,2.2987704,7.0
3.704317,1.9222574,6.0
2.184894,2.649984,8.0
2.8195004,1.0314134,1.0
1.0205933,1.5104153,4.0
0.9127008,1.8239589,5.0
3.386614,1.7675636,5.0
5.7551475,2.0122228,6.0
5.8854713,1.4247032,4.0
-2.316999,1.3503835,4.0
-1.1981735,2.8343658,10.0
4.4567475,1.259829,3.0
1.2118328,2.0225823,6.0
3.6205628,2.6285253,8.0
4.5925255,1.6365986,5.0
0.36168218,2.100316,6.0
7.9311924,2.2011237,6.0
7.869793,2.7755368,9.0
3.3347542,1.3642635,4.0
5.1963906,1.8185525,5.0
8.139133,1.4041357,4.0
4.614167,1.7607884,5.0
2.5186284,1.2007551,3.0
6.4763756,1.0495512,2.0
3.5952978,1.9051237,6.0
0.5762155,1.3733993,4.0
6.0483236,1.4085538,4.0
2.0061994,1.2440445,3.0
-0.7766073,1.1800923,3.0
4.5175385,1.982734,6.0
0.7420721,1.8485142,5.0
-4.620506,2.3957791,7.0
-1.388813,2.807692,9.0
4.7387924,2.7793698,9.0
2.83218,1.8702444,5.0
3.4789505,2.2180295,7.0
2.510509,1.3342092,4.0
0.57969856,2.184033,6.0
-0.5349941,2.5110817,8.0
0.97632205,2.9568322,11.0
1.3372562,1.5409007,4.0
9.919045,2.112002,6.0
4.200977,2.9411607,11.0
-0.16758227,1.0284337,1.0
0.6713846,1.5511711,4.0
1.6746756,2.7804801,9.0
4.514576,2.0920756,6.0
2.7971213,1.6684635,5.0
4.7569084,2.215094,7.0
2.3034987,1.7464398,5.0
5.2943573,1.406635,4.0
4.9093704,1.780321,5.0
6.0019107,2.208778,6.0
1.3014886,1.8624302,5.0
0.34293246,1.6472132,5.0
3.99717,1.1702834,3.0
4.478539,1.2860746,3.0
-2.2963214,1.8378583,5.0
0.87697697,1.700192,5.0
2.1775846,1.356832,4.0
0.42299557,1.1201324,2.0
1.5841621,2.0932362,6.0
4.0272236,2.3139992,7.0
7.3567433,2.1416972,6.0
1.7355464,2.1722922,6.0
2.5561028,1.5948983,5.0
3.3384771,2.7082376,9.0
1.7298338,1.1301212,3.0
4.480528,2.0258276,6.0
4.271723,2.3576868,7.0
-0.7304046,2.9914124,13.0
3.2811122,2.3878422,7.0
0.3863305,1.6220298,5.0
1.9222983,1.3031054,4.0
0.6935084,2.3247466,7.0
4.283892,1.4222939,4.0
2.34541,2.8361342,10.0
4.738188,2.1604433,6.0
2.3972015,1.7695947,5.0
2.800552,2.6755261,8.0
3.9142895,1.8305925,5.0
1.4887927,1.0983663,2.0
-1.4182816,1.7559485,5.0
-1.8174691,2.716344,9.0
4.8135424,1.623188,5.0
6.9825854,2.7744777,9.0
-3.637815,1.1095365,2.0
1.5703335,1.3191643,4.0
-2.5721793,2.3074942,7.0
-2.4328995,2.4903476,8.0
-3.7322383,1.5750172,5.0
4.3935256,1.6170921,5.0
1.3058245,2.3631778,7.0
8.628937,1.1395105,3.0
-0.25830555,2.772766,9.0
6.8707333,1.516716,4.0
-4.3396792,1.4936451,4.0
4.093752,2.6359327,8.0
4.64128,1.526757,4.0
4.5096498,1.5621217,4.0
1.868148,2.4285324,7.0
6.926267,2.5104473,8.0
3.7378826,2.5010362,8.0
1.6070232,1.435624,4.0
3.9701948,2.1285396,6.0
-1.3697307,1.362659,4.0
7.216924,2.0822906,6.0
3.7486734,2.2827182,7.0
-1.8285818,1.8301084,5.0
-1.2514024,1.8558168,5.0
2.1778953,2.446011,7.0
1.309475,1.0487504,2.0
3.340836,2.3674436,7.0
3.3631723,2.9421558,11.0
2.1343422,1.743747,5.0
6.953373,2.0148053,6.0
-3.488471,2.2093778,6.0
1.5949562,2.0062084,6.0
3.5138793,1.3489558,4.0
0.13336635,1.7203147,5.0
1.3806419,2.6485815,8.0
1.1039866,2.6135821,8.0
2.1581821,2.0989475,6.0
3.5915227,2.459883,7.0
-3.190619,1.580615,5.0
-0.41063762,2.552709,8.0
9.8229885,2.470421,7.0
0.8589674,2.541832,8.0
-3.6769881,2.3103251,7.0
1.2892374,1.8570627,5.0
1.6780952,2.6260953,8.0
0.7558931,2.4959648,8.0
1.6108731,2.8230848,9.0
0.4808371,1.4953421,4.0
-1.192637,1.2699335,3.0
2.8915486,1.4180486,4.0
7.0263495,1.9583793,6.0
0.980448,2.4171276,7.0
0.7087263,1.2484616,3.0
2.1642587,2.6385155,8.0
1.0868998,1.9232304,6.0
-0.35659122,1.6415033,5.0
1.7941606,2.835681,10.0
8.261393,2.902882,10.0
0.974046,1.5829709,5.0
-0.13586092,1.0761486,2.0
1.8897238,2.6390734,8.0
2.1593957,2.2513885,7.0
3.0333648,1.9668589,6.0
1.0761023,1.7543993,5.0
-1.2644765,1.0642012,2.0
0.623767,2.785356,9.0
2.2745023,2.426036,7.0
3.2518353,1.1777762,3.0
4.485738,2.2754009,7.0
0.7090732,1.5077635,4.0
-0.12883663,2.881331,10.0
-3.597066,2.4514842,7.0
2.2086017,1.5900693,5.0
-0.74105644,1.4255407,4.0
-4.338881,2.5984063,8.0
-1.9199405,2.9003782,10.0
1.3864169,2.2440455,7.0
3.4060683,2.1010838,6.0
1.6461962,2.9277472,11.0
3.8729339,2.8528986,10.0
0.4155444,2.4655848,7.0
8.072197,1.840487,5.0
1.4922924,2.4469981,7.0
-2.0896626,2.2804763,7.0
3.1064076,2.7954268,9.0
0.4681499,2.705994,9.0
6.029361,1.9431368,6.0
2.3601213,1.9799052,6.0
2.1834989,2.5904589,8.0
6.5938034,2.5401669,8.0
6.751422,1.6719992,5.0
3.9291914,2.9861844,13.0
1.785363,1.6484705,5.0
2.7380972,1.1892769,3.0
4.316555,2.332643,7.0
0.36352086,2.903328,10.0
-2.0353856,1.8915033,6.0
-2.0209646,1.1134095,2.0
-1.9530947,2.1940565,6.0
1.9481437,2.8406453,10.0
1.187926,1.0452951,2.0
2.6836798,1.5707922,5.0
8.428676,1.8117121,5.0
0.007158041,1.6419885,5.0
-4.1639624,1.2523162,3.0
6.0081615,2.5638385,8.0
-2.3878603,2.7714627,9.0
1.4037207,1.095469,2.0
-1.2962523,2.5559006,8.0
4.3976727,1.7344126,5.0
-3.0883756,1.8982812,6.0
-2.9599476,2.8111439,9.0
0.49992108,2.1929703,6.0
3.0864646,2.3958106,7.0
6.3055277,1.3673452,4.0
8.357442,2.4541695,7.0
0.347476,1.6328547,5.0
-3.402151,1.8889624,5.0
1.9362991,2.1549644,6.0
4.836231,2.0209248,6.0
1.2834046,2.2997012,7.0
3.244208,2.4503517,7.0
-2.389535,1.2668526,3.0
1.4958324,1.8456028,5.0
2.7587614,1.9159815,6.0
0.62698126,1.7791543,5.0
1.2985964,2.181242,6.0
0.39471507,1.0247718,1.0
-0.861351,2.4045928,7.0
2.1366725,1.4910959,4.0
-1.364655,2.9443426,11.0
4.130416,1.947404,6.0
5.2022467,1.2870485,3.0
4.4528437,2.6465275,8.0
5.4194174,1.3556455,4.0
2.3395298,1.6178739,5.0
6.6427927,1.5152674,4.0
4.0441275,2.5402217,8.0
3.1135762,1.6805689,5.0
0.19771743,1.4594251,4.0
6.567588,1.6744535,5.0
-1.3317924,1.9403846,6.0
0.34465718,2.327948,7.0
4.919699,2.2856054,7.0
5.997991,1.4945711,4.0
0.87184477,2.96439,12.0
1.4035518,2.9298701,11.0
0.259256,2.1271725,6.0
-3.6305714,2.607913,8.0
3.4908514,2.7787294,9.0
1.7452157,2.2613502,7.0
2.0092402,1.6019642,5.0
6.0313864,1.4902625,4.0
-3.849894,1.3106822,4.0
1.4886683,1.4373553,4.0
8.501562,2.515244,8.0
2.7474177,2.5231495,8.0
5.7635446,2.1592045,6.0
6.916991,1.8246672,5.0
2.1071863,2.3780081,7.0
3.1951313,2.1146998,6.0
8.034176,2.8925362,10.0
1.9773283,2.1060934,6.0
1.7361531,2.5307672,8.0
-3.5337958,1.8165787,5.0
0.95406103,1.9200283,6.0
-2.2191167,1.9345176,6.0
1.3375525,2.5602932,8.0
5.566372,1.374528,4.0
-2.6956663,2.125686,6.0
1.1029273,2.614299,8.0
1.399551,2.6968362,9.0
4.9154377,1.6499971,5.0
5.155176,2.4509335,7.0
0.88278866,2.24751,7.0
-1.5506346,2.8793108,10.0
-3.1527414,2.350367,7.0
2.3658478,1.6140968,5.0
-0.27613616,1.7825215,5.0
4.5532846,2.1759496,6.0
-1.8902369,2.5052698,8.0
4.084661,1.1541035,3.0
3.3936095,1.4024305,4.0
-2.1833482,1.2479261,3.0
-3.6350603,2.626499,8.0
-4.751006,1.9859045,6.0
1.32354,1.6908314,5.0
-1.1161251,1.5434475,4.0
-0.31116772,2.4890172,8.0
1.0852895,1.6551106,5.0
-1.8907616,1.0124309,1.0
-5.561571,1.9098141,6.0
-0.9284408,1.4705551,4.0
4.609049,2.479352,7.0
-2.9896507,1.5460079,4.0
1.7028453,2.3109496,7.0
-3.082706,1.3873038,4.0
2.124834,1.7638531,5.0
4.450578,1.4072154,4.0
-5.0612764,1.3378983,4.0
2.544272,2.763204,9.0
1.7262799,2.2787275,7.0
4.517693,1.2987273,3.0
5.9467206,1.1997921,3.0
6.6847935,2.4703245,7.0
3.796071,2.185493,6.0
-3.5364738,1.1252284,3.0
2.5665598,2.8827872,10.0
6.985223,1.677839,5.0
-0.4940319,2.6003017,8.0
5.2039695,1.0107491,1.0
1.1770234,1.164466,3.0
-5.494019,2.047093,6.0
2.3167744,1.9813935,6.0
4.8189807,2.1558423,6.0
2.1959586,2.1712127,6.0
-2.7784405,1.1102657,2.0
4.4783792,1.5282645,4.0
4.052576,1.9721053,6.0
0.58027625,1.1660534,3.0
-2.4794927,2.7701278,9.0
5.529714,2.7800565,9.0
2.8128378,2.9315445,11.0
-0.6740544,1.2544674,3.0
